Ticker,Company,Currency,Exchange,Industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level
leg,Leggett & Platt Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
mcd,McDonald's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,505.0,326.0,305.0,1136.0,BBB,High
lin,Linde PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,210.0,240.0,275.0,725.0,B,Medium
lumn,Lumen Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,A,High,BB,Medium,BB,Medium,535.0,327.0,305.0,1167.0,BBB,High
lyb,LyondellBasell Industries NV,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,587.0,352.0,330.0,1269.0,A,High
mco,Moody's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,B,Medium,515.0,308.0,235.0,1058.0,BBB,High
mck,Mckesson Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500.0,303.0,310.0,1113.0,BBB,High
mas,Masco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,522.0,323.0,305.0,1150.0,BBB,High
low,Lowe's Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,218.0,200.0,200.0,618.0,B,Medium
mdt,Medtronic PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,515.0,308.0,315.0,1138.0,BBB,High
mkc,McCormick & Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
met,MetLife Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,517.0,305.0,305.0,1127.0,BBB,High
mgm,MGM Resorts International,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High
mmc,Marsh & McLennan Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
mo,Altria Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,A,High,BB,Medium,BB,Medium,500.0,327.0,341.0,1168.0,BBB,High
bwa,Borgwarner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,B,Medium,B,Medium,B,Medium,260.0,206.0,230.0,696.0,B,Medium
mrk,Merck & Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500.0,305.0,315.0,1120.0,BBB,High
mro,Marathon Oil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,530.0,313.0,305.0,1148.0,BBB,High
mpc,Marathon Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BB,Medium,BB,Medium,700.0,366.0,315.0,1381.0,A,High
ms,Morgan Stanley,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,555.0,303.0,320.0,1178.0,BBB,High
mtb,M&T Bank Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,B,Medium,500.0,303.0,260.0,1063.0,BBB,High
mtd,Mettler-Toledo International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,505.0,300.0,240.0,1045.0,BBB,High
msi,Motorola Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,A,High,BB,Medium,BB,Medium,505.0,305.0,347.0,1157.0,BBB,High
nee,Nextera Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,668.0,306.0,313.0,1287.0,A,High
msci,MSCI Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,580.0,347.0,335.0,1262.0,A,High
nclh,Norwegian Cruise Line Holdings Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,BBB,High,BB,Medium,BB,Medium,495.0,306.0,300.0,1101.0,BBB,High
ni,NiSource Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BB,Medium,BB,Medium,B,Medium,361.0,322.0,223.0,906.0,BBB,High
noc,Northrop Grumman Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,505.0,302.0,300.0,1107.0,BBB,High
now,ServiceNow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,550.0,374.0,350.0,1274.0,A,High
nue,Nucor Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,BB,Medium,BB,Medium,B,Medium,374.0,340.0,225.0,939.0,BBB,High
nlsn,Nielsen Holdings PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,A,High,BB,Medium,BB,Medium,500.0,310.0,300.0,1110.0,BBB,High
nsc,Norfolk Southern Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,BB,Medium,BB,Medium,BB,Medium,358.0,339.0,330.0,1027.0,BBB,High
nvr,NVR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,265.0,206.0,205.0,676.0,B,Medium
pgr,Progressive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BB,Medium,BB,Medium,B,Medium,350.0,355.0,270.0,975.0,BBB,High
pfe,Pfizer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
phm,Pultegroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,215.0,203.0,240.0,658.0,B,Medium
ph,Parker-Hannifin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BB,Medium,BB,Medium,B,Medium,325.0,303.0,225.0,853.0,BB,Medium
pki,PerkinElmer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,515.0,316.0,325.0,1156.0,BBB,High
pld,Prologis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,579.0,374.0,315.0,1268.0,A,High
ppg,PPG Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,293.0,236.0,220.0,749.0,B,Medium
psa,Public Storage,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,235.0,245.0,205.0,685.0,B,Medium
pnc,PNC Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,455.0,323.0,300.0,1078.0,BBB,High
pm,Philip Morris International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,A,High,BB,Medium,BB,Medium,520.0,327.0,315.0,1162.0,BBB,High
pkg,Packaging Corp of America,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,BB,Medium,500.0,303.0,300.0,1103.0,BBB,High
psx,Phillips 66,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,569.0,363.0,310.0,1242.0,A,High
pru,Prudential Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,BB,Medium,B,Medium,285.0,300.0,288.0,873.0,BB,Medium
pnr,Pentair PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,BB,Medium,433.0,330.0,315.0,1078.0,BBB,High
pnw,Pinnacle West Capital Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BBB,High,BB,Medium,629.0,479.0,300.0,1408.0,A,High
ppl,PPL Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,525.0,306.0,300.0,1131.0,BBB,High
pwr,Quanta Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,540.0,382.0,310.0,1232.0,A,High
rjf,Raymond James Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,505.0,309.0,305.0,1119.0,BBB,High
rf,Regions Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,490.0,304.0,305.0,1099.0,BBB,High
rcl,Royal Caribbean Cruises Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,503.0,327.0,310.0,1140.0,BBB,High
rl,Ralph Lauren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,420.0,352.0,303.0,1075.0,BBB,High
pvh,PVH Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,418.0,319.0,315.0,1052.0,BBB,High
rhi,Robert Half International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,B,Medium,BB,Medium,BB,Medium,255.0,334.0,310.0,899.0,BB,Medium
pxd,Pioneer Natural Resources Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BBB,High,BB,Medium,700.0,412.0,300.0,1412.0,A,High
rol,Rollins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,A,High,BB,Medium,BB,Medium,500.0,300.0,305.0,1105.0,BBB,High
rmd,Resmed Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BB,Medium,BB,Medium,BB,Medium,330.0,312.0,300.0,942.0,BBB,High
schw,Charles Schwab Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,515.0,300.0,300.0,1115.0,BBB,High
rok,Rockwell Automation Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,BB,Medium,B,Medium,B,Medium,308.0,243.0,210.0,761.0,BB,Medium
tdg,TransDigm Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
see,Sealed Air Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,B,Medium,555.0,318.0,257.0,1130.0,BBB,High
rop,Roper Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,570.0,350.0,340.0,1260.0,A,High
swk,Stanley Black & Decker Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,555.0,315.0,300.0,1170.0,BBB,High
stz,Constellation Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,BBB,High,BB,Medium,B,Medium,459.0,313.0,295.0,1067.0,BBB,High
syk,Stryker Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,485.0,321.0,325.0,1131.0,BBB,High
syy,Sysco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,555.0,301.0,305.0,1161.0,BBB,High
shw,Sherwin-Williams Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,295.0,259.0,220.0,774.0,BB,Medium
spgi,S&P Global Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BBB,High,BB,Medium,BB,Medium,435.0,341.0,310.0,1086.0,BBB,High
ste,STERIS plc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,510.0,301.0,305.0,1116.0,BBB,High
syf,Synchrony Financial,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,325.0,312.0,310.0,947.0,BBB,High
spg,Simon Property Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,225.0,247.0,205.0,677.0,B,Medium
sre,Sempra Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,700.0,386.0,310.0,1396.0,A,High
so,Southern Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,515.0,307.0,330.0,1152.0,BBB,High
stt,State Street Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,225.0,211.0,210.0,646.0,B,Medium
sna,Snap-On Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,B,Medium,500.0,300.0,261.0,1061.0,BBB,High
rtx,Raytheon Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BBB,High,520.0,330.0,400.0,1250.0,A,High
hig,Hartford Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500.0,305.0,305.0,1110.0,BBB,High
tel,TE Connectivity Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium
tfx,Teleflex Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium
tfc,Truist Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,480.0,308.0,300.0,1088.0,BBB,High
tdy,Teledyne Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
tgt,Target Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,550.0,342.0,313.0,1205.0,A,High
tjx,TJX Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
tpr,Tapestry Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,483.0,310.0,300.0,1093.0,BBB,High
trv,Travelers Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
tmo,Thermo Fisher Scientific Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,527.0,332.0,280.0,1139.0,BBB,High
tt,Trane Technologies PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,AA,Excellent,BB,Medium,BB,Medium,700.0,389.0,320.0,1409.0,A,High
tsn,Tyson Foods Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,530.0,374.0,340.0,1244.0,A,High
tyl,Tyler Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,400.0,306.0,305.0,1011.0,BBB,High
txt,Textron Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High
unh,UnitedHealth Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
ups,United Parcel Service Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,A,High,BB,Medium,B,Medium,540.0,374.0,245.0,1159.0,BBB,High
udr,UDR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,BB,Medium,B,Medium,225.0,301.0,215.0,741.0,B,Medium
uhs,Universal Health Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,560.0,320.0,338.0,1218.0,A,High
mos,Mosaic Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,515.0,379.0,315.0,1209.0,A,High
usb,US Bancorp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BB,Medium,BB,Medium,BB,Medium,336.0,317.0,300.0,953.0,BBB,High
uri,United Rentals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,BBB,High,BB,Medium,BB,Medium,472.0,318.0,300.0,1090.0,BBB,High
vno,Vornado Realty Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540.0,326.0,325.0,1191.0,BBB,High
vlo,Valero Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BB,Medium,BB,Medium,608.0,307.0,330.0,1245.0,A,High
vfc,VF Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,A,High,BB,Medium,BB,Medium,505.0,301.0,300.0,1106.0,BBB,High
v,Visa Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,504.0,368.0,310.0,1182.0,BBB,High
vtr,Ventas Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
vmc,Vulcan Materials Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,570.0,319.0,300.0,1189.0,BBB,High
wec,WEC Energy Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BBB,High,BB,Medium,635.0,438.0,300.0,1373.0,A,High
well,Welltower OP LLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BBB,High,BB,Medium,BB,Medium,437.0,326.0,300.0,1063.0,BBB,High
wat,Waters Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,B,Medium,B,Medium,B,Medium,270.0,292.0,235.0,797.0,BB,Medium
wm,Waste Management Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,AA,Excellent,BBB,High,B,Medium,613.0,408.0,285.0,1306.0,A,High
wab,Westinghouse Air Brake Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,AA,Excellent,BB,Medium,BB,Medium,607.0,311.0,320.0,1238.0,A,High
wmb,Williams Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
wfc,Wells Fargo & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
whr,Whirlpool Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500.0,301.0,300.0,1101.0,BBB,High
wst,West Pharmaceutical Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,540.0,330.0,305.0,1175.0,BBB,High
wrb,W R Berkley Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BB,Medium,B,Medium,BB,Medium,360.0,294.0,300.0,954.0,BBB,High
wmt,Walmart Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,BB,Medium,B,Medium,B,Medium,310.0,281.0,220.0,811.0,BB,Medium
wu,Western Union Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,205.0,205.0,228.0,638.0,B,Medium
yum,Yum! Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,500.0,320.0,310.0,1130.0,BBB,High
xyl,Xylem Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BB,Medium,B,Medium,B,Medium,374.0,254.0,210.0,838.0,BB,Medium
wy,Weyerhaeuser Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BB,Medium,BB,Medium,700.0,340.0,300.0,1340.0,A,High
wrk,Westrock Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,BB,Medium,555.0,324.0,305.0,1184.0,BBB,High
xom,Exxon Mobil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,538.0,322.0,313.0,1173.0,BBB,High
zbh,Zimmer Biomet Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,520.0,330.0,310.0,1160.0,BBB,High
zts,Zoetis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,520.0,348.0,310.0,1178.0,BBB,High
de,Deere & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,560.0,339.0,305.0,1204.0,A,High
dd,Dupont De Nemours Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,B,Medium,550.0,341.0,295.0,1186.0,BBB,High
d,Dominion Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,535.0,325.0,310.0,1170.0,BBB,High
cvs,CVS Health Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,540.0,302.0,315.0,1157.0,BBB,High
dal,Delta Air Lines Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,A,High,BB,Medium,BB,Medium,515.0,300.0,313.0,1128.0,BBB,High
crm,Salesforce Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,215.0,241.0,200.0,656.0,B,Medium
cvx,Chevron Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,B,Medium,B,Medium,B,Medium,210.0,217.0,210.0,637.0,B,Medium
ctva,Corteva Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,AA,Excellent,BB,Medium,BB,Medium,610.0,312.0,320.0,1242.0,A,High
ctra,Coterra Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,555.0,329.0,310.0,1194.0,BBB,High
ctlt,Catalent Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,BBB,High,BB,Medium,BB,Medium,483.0,303.0,305.0,1091.0,BBB,High
cpb,Campbell Soup Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,515.0,301.0,305.0,1121.0,BBB,High
crl,Charles River Laboratories International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,510.0,322.0,235.0,1067.0,BBB,High
cop,Conocophillips,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,A,High,BB,Medium,687.0,544.0,305.0,1536.0,A,High
coo,Cooper Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
cof,Capital One Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,508.0,309.0,320.0,1137.0,BBB,High
cnc,Centene Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,548.0,355.0,315.0,1218.0,A,High
cnp,CenterPoint Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,550.0,320.0,260.0,1130.0,BBB,High
cms,CMS Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BBB,High,AA,Excellent,C,Low,450.0,667.0,75.0,1192.0,BBB,High
cmi,Cummins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,510.0,320.0,300.0,1130.0,BBB,High
cl,Colgate-Palmolive Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,520.0,310.0,310.0,1140.0,BBB,High
mmm,3M Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,A,High,BB,Medium,BB,Medium,526.0,310.0,305.0,1141.0,BBB,High
cfg,Citizens Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,B,Medium,B,Medium,230.0,215.0,205.0,650.0,B,Medium
cag,Conagra Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,525.0,306.0,300.0,1131.0,BBB,High
ci,Cigna Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,508.0,328.0,310.0,1146.0,BBB,High
cah,Cardinal Health Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,505.0,300.0,315.0,1120.0,BBB,High
ma,Mastercard Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,210.0,230.0,215.0,655.0,B,Medium
lw,Lamb Weston Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,BB,Medium,B,Medium,BB,Medium,345.0,256.0,300.0,901.0,BBB,High
maa,Mid-America Apartment Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BB,Medium,B,Medium,B,Medium,315.0,261.0,210.0,786.0,BB,Medium
mlm,Martin Marietta Materials Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,573.0,313.0,300.0,1186.0,BBB,High
luv,Southwest Airlines Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,B,Medium,BB,Medium,B,Medium,295.0,314.0,218.0,827.0,BB,Medium
lnc,Lincoln National Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,AA,Excellent,BB,Medium,BB,Medium,700.0,300.0,300.0,1300.0,A,High
len,Lennar Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,BB,Medium,BB,Medium,B,Medium,363.0,344.0,220.0,927.0,BBB,High
pg,Procter & Gamble Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BBB,High,BB,Medium,560.0,422.0,310.0,1292.0,A,High
ogn,Organon & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,515.0,335.0,305.0,1155.0,BBB,High
oxy,Occidental Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,505.0,302.0,300.0,1107.0,BBB,High
